Profil,Diplôme,Métier,Années d'expérience,Objectifs,Notation,Évaluation,Description de la personnalité,Université d'études,Parcours Professionnel,Historiques d'interaction,Tarif horaire en euros,Langue parlée,Localisation,Disponibilité
Mentoré,Master en Pédagogie,Éducateur spécialisé,4,Apprendre la pédagogie,,,Sociable et communicatif,Université de Paris,University of Cambridge,14,,Français,Lille,3
Mentoré,Ingénieur en Informatique,Data scientist,1,Développer des compétences en développement web,,,Créatif et innovant,Université de Lyon,"Microsoft, Google, Apple, IBM",6,,Français,Montpellier,1
Mentoré,Certificat en Psychologie,Psychologue de l'enfance,2,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Toulouse,"Massachusetts General Hospital, Cleveland Clinic",3,,Anglais,Montpellier,2
Mentoré,Master en Informatique,Développeur logiciel,4,Comprendre l'analyse de données,,,Analytique et organisé,Université de Bordeaux,Apple,9,,Anglais,Paris,3
Mentoré,MBA en Gestion,Chef de projet,2,Développer des compétences en gestion des ressources humaines,,,Analytique et organisé,Université de Bordeaux,PwC,20,,Français,Marseille,3
Mentoré,Master en Informatique,Développeur web,4,Apprendre la programmation,,,Sympathique et patient,Université de Paris,"Apple, IBM, Google, Amazon, Microsoft",2,,Français,Paris,1
Mentoré,Doctorat en Marketing,Analyste de marché,2,Comprendre l'analyse de marché,,,Dynamique et enthousiaste,Université de Bordeaux,"Amazon Advertising, Nike",12,,Français,Lille,1
Mentoré,Licence en Psychologie,Psychologue clinicien,4,Développer des compétences en conseil en orientation,,,Créatif et innovant,Université de Bordeaux,Johns Hopkins Hospital,10,,Français,Strasbourg,2
Mentoré,Certificat en Ressources Humaines,Responsable RH,1,Comprendre la gestion des conflits au travail,,,Sociable et communicatif,Université de Paris,"Kelly Services, Adecco",12,,Français,Strasbourg,2
Mentoré,Ingénieur en Informatique,Ingénieur en cybersécurité,2,Développer des compétences en développement web,,,Créatif et innovant,Université de Marseille,"Amazon, IBM, Apple, Google, Microsoft",15,,Anglais,Marseille,2
Mentoré,MBA en Finance,Trader,1,Apprendre les bases de la comptabilité,,,Dynamique et enthousiaste,Université de Marseille,"JPMorgan Chase, Morgan Stanley, Goldman Sachs, Citigroup",14,,Anglais,Rennes,1
Mentoré,BTS en Éducation,Enseignant,3,Apprendre la pédagogie,,,Sympathique et patient,Université de Toulouse,"Stanford University, Oxford University, Harvard University",19,,Anglais,Strasbourg,2
Mentoré,Master en Pédagogie,Enseignant,2,Comprendre la psychologie de l'éducation,,,Créatif et innovant,Université de Bordeaux,"Oxford University, Massachusetts Institute of Technology, Harvard University, Stanford University, University of Cambridge",9,,Français,Strasbourg,2
Mentoré,DES en Médecine,Chirurgien,0,Apprendre les bases de la médecine interne,,,Sociable et communicatif,Université de Paris,En recherche d'un premier emploi en Médecine,17,,Anglais,Toulouse,1
Mentoré,Certificat en Peinture,Artiste,2,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Bordeaux,Christie's,14,,Français,Toulouse,3
Mentoré,Certificat en Ingénierie,Ingénieur mécanique,1,Comprendre la conception logicielle,,,Sociable et communicatif,Université de Paris,Boeing,20,,Français,Nantes,2
Mentoré,BTS en Ingénierie,Ingénieur électrique,2,Comprendre la conception logicielle,,,Créatif et innovant,Université de Lyon,"General Electric, Lockheed Martin, Boeing",2,,Anglais,Marseille,1
Mentoré,Pharmacie,Gynécologue,4,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Marseille,"Mayo Clinic, Cleveland Clinic, Massachusetts General Hospital, Stanford Health Care",13,,Français,Lyon,3
Mentoré,BTS en Ingénierie,Ingénieur électrique,3,Comprendre la conception logicielle,,,Sociable et communicatif,Université de Bordeaux,Lockheed Martin,9,,Français,Lille,2
Mentoré,Certificat en Peinture,Designer graphique,1,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Lyon,"The Louvre, Saatchi Gallery, Christie's, Gagosian Gallery",0,,Français,Marseille,2
Mentoré,Master en Informatique,Ingénieur en cybersécurité,1,Comprendre l'analyse de données,,,Créatif et innovant,Université de Marseille,"IBM, Apple, Google",3,,Français,Nantes,3
Mentoré,Master en Finance,Comptable,2,Acquérir des compétences en analyse financière,,,Dynamique et enthousiaste,Université de Lyon,"Bank of America, JPMorgan Chase",16,,Français,Paris,1
Mentoré,Master en Informatique,Développeur web,1,Développer des compétences en développement web,,,Créatif et innovant,Université de Paris,"IBM, Amazon, Apple",19,,Français,Paris,3
Mentoré,BTS en Éducation,Éducateur spécialisé,3,Comprendre la psychologie de l'éducation,,,Sympathique et patient,Université de Toulouse,"Harvard University, University of Cambridge, Oxford University, Massachusetts Institute of Technology",5,,Anglais,Lyon,3
Mentoré,BTS en Ressources Humaines,Responsable RH,3,Acquérir des compétences en recrutement,,,Sympathique et patient,Université de Paris,ManpowerGroup,12,,Français,Montpellier,1
Mentoré,DES en Médecine,Médecin généraliste,3,Comprendre la gynécologie,,,Sympathique et patient,Université de Paris,"Cleveland Clinic, Massachusetts General Hospital",2,,Anglais,Strasbourg,2
Mentoré,Master en Marketing,Chef de publicité,3,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Paris,"Nike, Coca-Cola, McDonald's, Procter & Gamble, Amazon Advertising",4,,Français,Lille,2
Mentoré,BTS en Finance,Analyste financier,3,Acquérir des compétences en analyse financière,,,Créatif et innovant,Université de Toulouse,"Bank of America, JPMorgan Chase",7,,Français,Lille,3
Mentoré,Certificat en Ressources Humaines,Responsable RH,5,Acquérir des compétences en recrutement,,,Créatif et innovant,Université de Toulouse,"Kelly Services, Adecco, ADP, Randstad",4,,Anglais,Strasbourg,3
Mentoré,Certificat en Peinture,Sculpteur,4,Développer des compétences en arts numériques,,,Créatif et innovant,Université de Paris,"Christie's, Gagosian Gallery, Saatchi Gallery",3,,Anglais,Lyon,1
Mentoré,Doctorat en Marketing,Responsable marketing,0,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Toulouse,En recherche d'alternance en Marketing,12,,Anglais,Nantes,2
Mentoré,Pharmacie,Chirurgien,3,Comprendre la gynécologie,,,Créatif et innovant,Université de Marseille,"Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic, Johns Hopkins Hospital, Stanford Health Care",5,,Anglais,Lille,1
Mentoré,BTS en Informatique,Ingénieur en cybersécurité,2,Apprendre la programmation,,,Analytique et organisé,Université de Lyon,"Microsoft, IBM, Google",4,,Français,Montpellier,1
Mentoré,Master en Gestion,Contrôleur financier,1,Apprendre les principes de gestion de projet,,,Sympathique et patient,Université de Lyon,"McKinsey & Company, PwC, Bain & Company, Deloitte, Boston Consulting Group",0,,Anglais,Paris,2
Mentoré,BTS en Ingénierie,Ingénieur logiciel,4,Apprendre les bases de l'ingénierie électrique,,,Créatif et innovant,Université de Marseille,"General Electric, Siemens, Airbus",20,,Français,Lille,1
Mentoré,Certificat en Psychologie,Psychologue clinicien,4,Développer des compétences en conseil en orientation,,,Sympathique et patient,Université de Bordeaux,"Johns Hopkins Hospital, Massachusetts General Hospital",3,,Anglais,Strasbourg,3
Mentoré,Doctorat en Éducation,Psychopédagogue,1,Comprendre la psychologie de l'éducation,,,Créatif et innovant,Université de Marseille,Oxford University,0,,Anglais,Nantes,1
Mentoré,Certificat en Psychologie,Psychologue de l'enfance,1,Développer des compétences en conseil en orientation,,,Sociable et communicatif,Université de Paris,Cleveland Clinic,5,,Anglais,Nantes,2
Mentoré,Master en Pédagogie,Didacticien,1,Comprendre la psychologie de l'éducation,,,Sympathique et patient,Université de Bordeaux,"University of Cambridge, Stanford University, Oxford University, Massachusetts Institute of Technology",12,,Anglais,Rennes,2
Mentoré,BTS en Finance,Analyste financier,5,Apprendre les bases de la comptabilité,,,Sociable et communicatif,Université de Bordeaux,"Bank of America, Morgan Stanley",0,,Français,Lyon,3
Mentoré,Licence en Arts Plastiques,Sculpteur,0,Développer des compétences en arts numériques,,,Sociable et communicatif,Université de Lyon,En recherche d'un premier emploi en Art,2,,Anglais,Paris,2
Mentoré,BTS en Design Graphique,Artiste,0,Apprendre les bases de la peinture,,,Créatif et innovant,Université de Toulouse,En recherche d'un premier emploi en Art,11,,Anglais,Paris,3
Mentoré,Doctorat en Marketing,Chef de publicité,3,Comprendre l'analyse de marché,,,Créatif et innovant,Université de Toulouse,"McDonald's, Coca-Cola, Amazon Advertising",20,,Français,Paris,3
Mentoré,Certificat en Psychologie,Conseiller en orientation,1,Comprendre la psychologie de l'enfance,,,Sympathique et patient,Université de Lyon,"Mayo Clinic, Cleveland Clinic",14,,Français,Nantes,2
Mentoré,Licence en Psychologie,Psychologue scolaire,3,Développer des compétences en conseil en orientation,,,Analytique et organisé,Université de Marseille,"Johns Hopkins Hospital, Stanford Health Care, Mayo Clinic, Cleveland Clinic, Massachusetts General Hospital",7,,Français,Rennes,1
Mentoré,BTS en Marketing,Gestionnaire de campagnes,3,Comprendre l'analyse de marché,,,Analytique et organisé,Université de Bordeaux,"Coca-Cola, Nike, Procter & Gamble",20,,Anglais,Nantes,3
Mentoré,BTS en Informatique,Data scientist,2,Comprendre l'analyse de données,,,Analytique et organisé,Université de Bordeaux,"Amazon, IBM, Microsoft, Apple",19,,Anglais,Montpellier,1
Mentoré,Internat en Médecine,Chirurgien,4,Comprendre la gynécologie,,,Sympathique et patient,Université de Bordeaux,"Stanford Health Care, Johns Hopkins Hospital, Massachusetts General Hospital, Cleveland Clinic, Mayo Clinic",9,,Français,Nantes,2
Mentoré,Doctorat en Gestion,Directeur général,0,Développer des compétences en gestion des ressources humaines,,,Créatif et innovant,Université de Bordeaux,En recherche de stage en Gestion,2,,Français,Lille,1
Mentoré,Diplôme d'Ingénieur,Ingénieur électrique,2,Apprendre les bases de l'ingénierie électrique,,,Créatif et innovant,Université de Marseille,"Lockheed Martin, General Electric, Boeing, Airbus",5,,Français,Marseille,1
Mentoré,Certificat en Marketing,Responsable marketing,1,Apprendre les bases du marketing,,,Dynamique et enthousiaste,Université de Bordeaux,"Coca-Cola, McDonald's, Procter & Gamble, Amazon Advertising",9,,Français,Nantes,2
Mentoré,BTS en Marketing,Gestionnaire de campagnes,1,Apprendre les bases du marketing,,,Dynamique et enthousiaste,Université de Toulouse,"Amazon Advertising, McDonald's",12,,Français,Montpellier,2
Mentoré,Licence en Arts Plastiques,Designer graphique,4,Apprendre les bases de la peinture,,,Sociable et communicatif,Université de Bordeaux,Sotheby's,12,,Anglais,Bordeaux,3
Mentoré,Master en Ingénierie,Ingénieur logiciel,1,Apprendre les bases de l'ingénierie électrique,,,Analytique et organisé,Université de Paris,"Siemens, Lockheed Martin",19,,Français,Bordeaux,3
Mentoré,Doctorat en Finance,Trader,1,Apprendre les bases de la comptabilité,,,Créatif et innovant,Université de Lyon,"Goldman Sachs, Bank of America",20,,Anglais,Lille,1
Mentoré,Internat en Médecine,Pédiatre,3,Comprendre la gynécologie,,,Créatif et innovant,Université de Bordeaux,"Massachusetts General Hospital, Mayo Clinic, Stanford Health Care, Cleveland Clinic",4,,Anglais,Paris,1
Mentoré,Licence en Marketing,Responsable marketing,1,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Toulouse,"Coca-Cola, Nike, Amazon Advertising, McDonald's",20,,Français,Rennes,2
Mentoré,Master en Pédagogie,Didacticien,4,Apprendre la pédagogie,,,Analytique et organisé,Université de Bordeaux,"Massachusetts Institute of Technology, University of Cambridge, Harvard University, Stanford University",6,,Anglais,Strasbourg,2
Mentoré,Master en Arts Numériques,Designer graphique,0,Apprendre les bases de la peinture,,,Dynamique et enthousiaste,Université de Paris,En recherche d'alternance en Art,12,,Français,Bordeaux,1
Mentoré,Licence en Gestion,Chef de projet,5,Apprendre les principes de gestion de projet,,,Analytique et organisé,Université de Lyon,"Deloitte, Boston Consulting Group, PwC, Bain & Company, McKinsey & Company",8,,Français,Bordeaux,3
Mentoré,Licence en Marketing,Analyste de marché,5,Apprendre les bases du marketing,,,Analytique et organisé,Université de Marseille,"Nike, McDonald's, Procter & Gamble, Coca-Cola, Amazon Advertising",19,,Anglais,Toulouse,2
Mentoré,Licence en Psychologie,Conseiller en orientation,2,Comprendre la psychologie de l'enfance,,,Sociable et communicatif,Université de Toulouse,"Massachusetts General Hospital, Cleveland Clinic, Johns Hopkins Hospital, Mayo Clinic",14,,Français,Toulouse,2
Mentoré,BTS en Informatique,Développeur web,4,Développer des compétences en développement web,,,Sympathique et patient,Université de Bordeaux,"Apple, Google, IBM, Microsoft",18,,Français,Lyon,3
Mentoré,Certificat en Marketing,Responsable marketing,2,Comprendre l'analyse de marché,,,Sociable et communicatif,Université de Bordeaux,"Coca-Cola, McDonald's, Nike",13,,Français,Rennes,3
Mentoré,Doctorat en Informatique,Ingénieur en cybersécurité,0,Comprendre l'analyse de données,,,Sociable et communicatif,Université de Bordeaux,En recherche de stage en Informatique,19,,Français,Marseille,1
Mentoré,BTS en Informatique,Data scientist,0,Apprendre la programmation,,,Sympathique et patient,Université de Toulouse,En recherche d'un premier emploi en Informatique,3,,Français,Nantes,2
Mentoré,Doctorat en Informatique,Data scientist,3,Comprendre l'analyse de données,,,Sympathique et patient,Université de Marseille,"Microsoft, Amazon, IBM, Google, Apple",9,,Anglais,Lille,2
Mentoré,DFASM en Médecine,Chirurgien,2,Apprendre les bases de la médecine interne,,,Créatif et innovant,Université de Toulouse,Massachusetts General Hospital,12,,Anglais,Paris,3
Mentoré,DES en Médecine,Médecin généraliste,1,Apprendre les bases de la médecine interne,,,Dynamique et enthousiaste,Université de Toulouse,Massachusetts General Hospital,14,,Anglais,Strasbourg,1
Mentoré,Ingénieur en Informatique,Data scientist,1,Comprendre l'analyse de données,,,Sympathique et patient,Université de Paris,"IBM, Microsoft, Apple",19,,Français,Paris,2
Mentoré,Internat en Médecine,Chirurgien,4,Comprendre la gynécologie,,,Sociable et communicatif,Université de Bordeaux,"Johns Hopkins Hospital, Stanford Health Care",17,,Français,Paris,3
Mentoré,Doctorat en Marketing,Responsable marketing,0,Comprendre l'analyse de marché,,,Sympathique et patient,Université de Toulouse,En recherche d'un premier emploi en Marketing,8,,Anglais,Paris,1
Mentoré,DFASM en Médecine,Pédiatre,4,Apprendre les bases de la médecine interne,,,Dynamique et enthousiaste,Université de Paris,"Massachusetts General Hospital, Cleveland Clinic",1,,Français,Lyon,2
Mentoré,Licence en Psychologie,Psychologue clinicien,5,Comprendre la psychologie de l'enfance,,,Analytique et organisé,Université de Marseille,Stanford Health Care,14,,Anglais,Rennes,3
